"lng","lat"
-79.3887901,43.7280205
-108.439474,39.1790406
-96.4396888,32.6097434
-90.4974359,30.5615019
-78.3785343,40.5178517
-80.1428584,41.6151426
-87.55936129999999,33.4368605
-81.27390729999999,35.4902575
-76.2247366,36.6215976
-112.5721881,33.3072204
-88.4306955,44.26558
-116.6132313,43.5896264
-118.3695699,34.3023759
-112.0893682,33.563442
-111.3798928,35.4318117
-93.29861059999999,37.294172
-84.4592701,36.7608589
-89.9440061,32.4240616
-83.12200740000002,40.5518645
-90.658333,35.8916172
-113.9955357,51.2712132
-77.57340479999999,38.7492726
-82.54563739999999,27.3681789
-112.1847509,33.5349253
-92.49999179999999,42.5629855
-80.52717559999999,25.4802746
-72.0349647,41.3517324
-84.3226488,39.893846
-121.7708337,37.9644542
-75.7877658,45.49765910000001
-75.37036619999999,39.8400941
-82.0733985,33.4647333
-97.0821162,32.6651539
-96.6317461,32.824634
-85.57150150000001,38.11731049999999
-82.63,37.53
-81.0187433,43.3011421
-95.7710158,34.9346833
-79.4056784,43.6727097
-75.6964405,41.423305
-111.7614661,35.3605853
-96.9853474,36.8992392
-79.32789600000001,43.72260139999999
-84.9193082,42.8486784
-90.0186555,34.7961707
-115.2363408,32.7674331
-81.7568253,33.4551831
-77.01614359999999,38.5899711
-104.7871004,39.69370869999999
-76.7105632,38.4157515
-81.1526976,33.934921
-94.9143239,39.6924206
-94.6347041,39.2804946
-78.36146719999999,35.6325169
-70.93684689999999,42.0791077
-91.0394635,38.5434439
-73.6006342,40.6260153
-71.150793,41.6746583
-81.7021049,36.13797539999999
-118.2935891,33.9478802
-81.30693149999999,28.800557
-79.80726109999999,40.16454299999999
-98.544636,33.8954726
-114.4050709,42.7331019
-85.6537627,42.9274782
-81.0202533,40.9208056
-92.7713177,38.0024732
-112.3933836,33.60718689999999
-82.6267345,38.3163942
-75.21873459999999,39.9412882
-98.47327179999999,29.6451457
-81.1526976,35.2528422
-74.6107628,39.2648972
-80.8433145,36.8262635
-80.1986649,32.95172480000001
-112.28609,33.2761422
-81.56512699999999,41.4065224
-80.6842271,37.1069309
-77.4338702,44.71757729999999
-74.2883536,41.0937181
-76.4794435,39.1291402
-112.0237903,40.8038325
-94.86243549999999,39.0220616
-92.1253854,34.777697
-73.8948295,40.63871959999999
-99.4735285,51.08899419999999
-105.92299,31.8403844
-79.06,35.9099999
-95.9198387,33.2752452
-102.6140159,33.8186292
-96.80294889999999,33.2412809
-88.02163340000001,41.9720763
-80.8765205,35.8509953
-118.5914696,34.4400287
-122.0155491,38.4087013
-73.9697795,40.7593941
-122.5619529,47.1643833
-116.5300267,48.4193918
-93.7841503,31.2529155
-79.4547427,43.8150983
-81.6089873,28.0137432
-81.65829939999999,37.1636838
-83.6561215,41.4065709
-95.8037437,29.650588
-86.9173327,33.4730218
-79.3945078,43.6689231
-119.4553999,49.9383253
-82.00801400000002,41.4531581
-105.92299,31.8403844
-95.5407299,30.6631264
-64.7756783,46.23075110000001
-70.44503499999999,43.5417803
-118.24,33.97
-96.31197429999999,33.4236449
-92.2039933,31.8600183
-88.9892448,42.3402012
-97.7416703,35.5358639
-79.6430175,43.5043639
-113.9871845,51.0373978
-121.3198491,37.9983748
-118.9470422,34.1810666
-79.7960523,43.1143414
-84.83593950000001,35.2148165
-78.5547283,38.0824703
-80.1922141,43.5129266
-87.6482474,41.8062766
-84.87763919999999,33.9800711
-85.6177891,38.2718515
-83.64548309999999,42.6585338
-81.7458845,38.3727649
-90.6298922,38.7874699
-98.39101269999999,29.4143476
-72.92999999999999,41.31
-98.44309969999999,29.4542542
-91.02989180000002,30.0971674
-73.96243270000001,40.8138912
-85.64348700000001,32.4169386
-94.8313257,39.1584377
-158.0119801,21.3389545
-84.2489525,33.2831586
-84.41726659999999,34.2264431
-86.1955169,35.352762
-79.53786339999999,36.6006281
-77.8481628,40.7680563
-88.0314174,42.4752471
-93.7943157,32.4011382
-84.4617373,35.6013333
-79.4782983,43.67813599999999
-81.4828198,28.5802998
-80.0702555,42.1253347
-97.2113605,32.8823577
-85.8895551,42.5166512
-87.0024407,38.1729722
-83.2880591,42.6722375
-81.7267341,37.9859118
-86.1853474,39.661576
-77.2635038,37.6032972
-118.4104684,34.1030032
-83.985008,33.9508571
-69.15407619999999,44.4139529
-120.9991032,37.6697463
-82.36688699999999,34.6456061
-86.0835415,39.9870866
-82.06250519999999,28.8356269
-75.2537397,39.9759847
-80.5145845,43.4938665
-99.32292129999999,38.9062422
-74.43298519999999,40.3362872
-96.9853474,35.2110871
-80.2153998,25.9868744
-123.0213054,47.0004826
-83.7411631,35.86130929999999
-82.31262939999999,27.956046
-122.6931439,45.7968414
-80.7879407,33.2087007
-83.91619349999999,36.0059438
-94.6657027,31.3382166
-112.8060496,49.66967500000001
-118.3637264,34.1658804
-86.2260131,39.8070137
-85.36529589999999,39.79645379999999
-75.6755062,45.43032609999999
-110.2752516,40.3701793
-81.22985299999999,37.2920644
-72.6689603,42.2667707
-74.0711359,40.7329808
-117.3381427,33.5262326
-79.6277523,34.2232129
-79.4478858,40.8169394
-93.660244,41.710973
-83.1434573,41.5365328
-80.2098219,33.0752648
-96.5516517,32.9355008
-112.0143728,43.4233213
-97.1036396,32.82120099999999
-90.03007269999999,29.9689847
-81.3729372,29.9109642
-89.0752499,42.5276281
-111.654923,40.114955
-97.4273195,35.3922378
-94.9350929,36.8948595
-121.3033849,43.6997098
-67.9487041,46.1900349
-81.18577359999999,41.1637316
-95.65631189999999,29.6338457
-90.3936722,31.6961392
-79.9304633,35.9154211
-117.5848025,34.0348144
-92.6586401,34.6125506
-90.13077969999999,32.5145763
-114.06719,36.80553099999999
-94.46967649999999,38.9752926
-86.5400674,32.4446644
-96.642433,33.1044628
-74.07407289999999,40.8642433
-116.6096952,43.7555381
-87.82550069999999,42.638141
-80.6548882,40.1553514
-121.4970294,38.5128714
-96.47165799999999,35.7631213
-81.444379,41.655593
-101.8948754,35.2018872
-77.0010648,41.24118199999999
-87.7517295,41.8828292
-114.0488007,33.2276646
-78.9457948,43.952634
-115.2244853,36.0402159
-95.8037437,29.650588
-97.0821162,32.6651539
-84.406761,39.341965
-81.26289609999999,28.6820373
-114.2148554,51.0788278
-84.6688348,42.1717843
-93.2524636,45.1688065
-81.71305219999999,36.9009847
-81.4114142,28.6626293
-74.7571147,39.4820948
-95.26844369999999,37.3084425
-81.909826,39.98560690000001
-157.832792,21.291007
-73.62253369999999,45.4653376
-119.7078532,36.7486376
-84.17516479999999,34.2041173
-77.4013403,43.0745542
-94.27436279999999,38.784423
-95.71945219999999,29.67734269999999
-123.2005853,43.9697922
-96.8511814,32.8296623
-94.62695719999999,39.11738830000001
-96.9799755,32.8449965
-156.686574,20.893319
-81.1196075,43.4839965
-89.7567693,31.8332555
-79.46441180000001,43.8371311
-89.9299949,34.9341033
-82.92864279999999,34.3708514
-117.2554498,34.1585191
-87.1622344,36.7267006
-86.4592091,36.6001526
-118.2935891,33.9478802
-96.8887202,32.7433629
-81.4828198,28.5802998
-82.5402275,34.7882567
-79.8741336,43.25586819999999
-89.1134166,30.5939705
-79.4167597,43.6652941
-88.3433623,40.1539406
-115.2244853,36.0402159
-97.4273195,32.4652204
-77.665066,43.2658801
-81.5980246,38.3883739
-84.1118458,33.7344959
-158.0119801,21.3389545
-86.4490926,35.9173416
-113.7621201,52.2427102
-118.0947106,33.9870228
-97.24371049999999,35.4579172
-130.6450908,55.7045565
-92.3172324,42.4638414
-111.7018452,40.3150359
-74.8507131,41.3277635
-88.0020589,43.1088758
-76.8490328,34.7834102
-81.57609450000001,41.4769163
-87.0424393,32.4800392
-92.08613299999999,34.1132994
-74.5697617,42.8746212
-95.509247,29.5938012
-97.8503951,33.3023727
-117.0735241,33.0013938
-89.84113819999999,35.005666
-85.6280697,38.1352484
-81.68020539999999,38.4517329
-102.827247,50.9346603
-102.5068597,31.804516
-90.3042778,38.7102377
-109.21179,35.3689534
-88.27470629999999,41.1731595
-93.9674371,36.3058572
-92.8178291,33.5408717
-88.1994716,41.5448355
-81.909826,39.98560690000001
-117.9541894,33.8469812
-88.57585739999999,40.0340836
-90.19633639999999,35.1377209
-81.8631302,41.1524413
-76.5257007,42.435511
-75.9335648,45.2178113
-92.8178291,34.3431454
-112.3540741,42.8945981
-74.03294989999999,40.6212119
-78.3297255,44.2980064
-119.1390642,38.9524739
-94.08999109999999,35.9980929
-74.0593872,40.8202314
-83.3789389,43.4844321
-121.6967438,37.9341399
-80.1986649,40.4109734
-94.7691586,30.670725
-95.4410924,29.8564302
-96.7532792,46.8009266
-77.5275463,39.0118703
-100.6421799,31.4801134
-94.5005808,36.6756029
-78.8269385,35.8387032
-117.4203974,34.4854334
-98.61057029999999,29.5269768
-93.1917398,45.1705157
-74.1122506,40.0876046
-84.7315563,34.7046413
-84.3121264,32.9047684
-85.21012689999999,42.2743768
-62.7624882,46.3035314
-79.6882715,44.36671459999999
-112.28609,33.7868136
-96.17391160000001,33.5310615
-73.4062342,41.1339818
-74.347017,40.2800274
-97.1574784,42.1510722
-81.9971108,36.8135935
-106.0657318,35.8890389
-90.4879916,36.7378524
-117.1382404,32.9184763
-90.3560076,32.3782595
-97.1574784,32.3118155
-96.12089259999999,35.3563134
-79.45224689999999,46.1636099
-76.8951551,42.9021369
-90.46910969999999,38.8405221
-83.6001904,42.5913416
-76.8490328,41.1044835
-75.737149,40.533145
-92.08613299999999,42.4338962
-104.7871004,40.3962637
-84.53794549999999,33.9488147
-117.9659037,33.82353
-96.8779926,38.9934413
-155.7134009,20.0390812
-89.9066314,38.5900004
-97.47600469999999,35.51454870000001
-111.7376178,39.9268916
-93.5205641,43.4104459
-73.1607806,44.4493489
-89.3037147,44.0748991
-118.4571974,34.4384112
-82.9555329,42.3690341
-99.1677572,40.7352962
-106.9814332,38.8697746
-78.8948741,34.9788116
-117.2499749,33.095442
-81.010672,46.4568319
-78.4069732,38.0574127
-74.1181234,40.3925365
-86.26664629999999,39.7260156
-85.0856761,42.465457
-122.1923875,47.6688298
-106.6825247,52.1428287
-117.3381427,33.5262326
-110.8801269,44.0344776
-117.3851496,34.216765
-87.8598861,41.904735
-82.2365981,30.22879349999999
-84.3804888,33.4960213
-79.2562154,43.711537
-77.4587239,38.9016401
-70.9665682,42.5357932
-96.7708138,32.3782774
-75.45777749999999,43.2212399
-85.55091639999999,42.8846539
-88.3336477,42.23404559999999
-117.0087877,33.43806010000001
-81.7239979,39.2852678
-97.2113605,31.6185967
-117.6266168,49.0900044
-88.8455037,36.3659215
-71.1151431,42.3097365
-76.39845369999999,37.0538822
-111.5349059,33.2544202
-93.21814769999999,39.06848129999999
-96.8458204,32.6557784
-75.8310097,45.389574
-90.19282160000002,38.6305392
-87.5494745,41.7246539
-81.5815776,26.3369801
-93.72320049999999,37.0032977
-76.675922,39.20319480000001
-75.5684254,39.0539245
-80.1651854,36.3116368
-94.8520636,30.2999848
-82.2365981,30.22879349999999
-94.70706159999999,39.61860619999999
-78.3201211,44.2957004
-88.5606025,47.0979653
-97.04446709999999,32.59417240000001
-71.121085,41.9241038
-77.57340479999999,38.7492726
-86.5602614,34.9682495
-78.83865,42.997393
-114.8344942,35.9782266
-85.8690933,41.2270429
-87.1821709,37.7327263
-81.2408689,28.5417016
-121.2740813,38.8113924
-97.27607599999999,32.8112934
-93.7308152,32.4850095
-81.49379929999999,28.7546454
-73.2673631,44.95094779999999
-122.1853637,47.8962246
-87.32149079999999,41.47019890000001
-88.5371958,37.1383111
-94.8313257,39.9423872
-79.4478858,40.8169394
-87.8991514,41.9153781
-97.9483898,30.3666665
-78.8835548,34.661535
-89.8738987,29.9219512
-97.33970579999999,50.1370797
-88.6530753,42.6410322
-84.62706179999999,44.9858952
-70.99034379999999,42.08351529999999
-95.09110620000001,29.4947986
-114.0410484,48.4391478
-77.10824439999999,38.7240446
-74.27661859999999,40.2303787
-81.7021049,28.0600916
-118.4338345,34.1482691
-92.6586401,32.4640568
-83.9214896,35.8379726
-87.5988876,31.3089396
-75.9811564,39.790702
-77.8710285,39.2536087
-112.3933836,33.60718689999999
-96.8458204,32.6557784
-126.066667,49.283333
-91.0011902,39.2124801
-88.362785,34.275721
-84.6688348,40.69433129999999
-88.96053649999999,30.5007553
-97.0175879,32.7811446
-80.1763467,26.142147
-112.3933836,33.60718689999999
-90.4815607,30.5457027
-119.4197414,46.4132585
-92.037116,30.154741
-149.5425156,61.2010981
-71.067605,42.50101230000001
-92.99755929999999,32.11656260000001
-106.5466221,31.8586994
-66.1165315,43.83961920000001
-76.8086617,39.3766768
-95.9198387,31.9233557
-116.9440313,32.6762339
-117.7901088,33.6913751
-87.92367469999999,42.3652656
-93.8146526,29.9999105
-83.0898194,38.8356137
-79.3421552,43.6630511
-82.06795199999999,29.2001796
-121.2740813,38.8113924
-116.9616941,34.9744981
-113.7545428,50.9121637
-149.5425156,61.2010981
-75.5996536,45.5349936
-80.4326521,39.2786355
-96.7440467,32.824251
-94.1309067,33.3922515
-81.3564411,28.334712
-79.0334288,43.0984101
-84.16461629999999,32.0632399
-97.7416703,35.5358639
-112.3933836,33.60718689999999
-119.8930904,36.8353312
-85.751283,38.0658795
-77.4357739,38.2168465
-81.50477719999999,28.2338173
-84.5746243,33.7779488
-87.9530849,30.7189323
-95.4987565,38.7959407
-83.3789389,32.4087854
-76.2826675,38.952314
-77.2060241,37.27142389999999
-74.5756196,40.9906067
-102.0032957,35.120627
-105.0674317,39.8182494
-76.07546529999999,44.6424684
-85.1271907,39.1567135
-95.09110620000001,29.4947986
-90.9438468,41.4774192
-122.5601094,47.4213272
-87.6679765,41.7470143
-90.3560076,32.3782595
-90.1588618,38.5794331
-103.1048449,30.0750511
-112.3933836,33.60718689999999
-87.93838219999999,43.0349801
-83.91089680000002,39.6779549
-116.9675814,32.79632220000001
-90.4879916,36.7378524
-81.54867279999999,28.4917281
-75.5160235,41.6207126
-119.5803605,39.5351309
-80.6548882,26.6535592
-87.7517295,41.8828292
-98.4184224,29.86706
-117.2554498,34.1585191
-80.8875861,35.3202223
-90.2526163,38.7470186
-122.384875,45.484172
-85.6743082,30.1917155
-86.8671989,33.449373
-75.734336,45.3217783
-97.29766169999999,32.85491650000001
-94.9143239,39.6924206
-83.4536844,42.47198969999999
-90.0093266,38.3903083
-112.3933836,33.60718689999999
-75.1136721,39.9175385
-112.3933836,33.60718689999999
-90.9152051,30.60528
-79.92780189999999,44.7747226
-86.1700894,39.7794767
-122.463708,37.734646
-82.37773349999999,28.2621197
-75.1808035,39.9840919
-85.5303235,44.8474167
-75.0260667,40.19191199999999
-79.8884819,40.42194500000001
-74.77759379999999,40.1163333
-90.664609,38.758785
-108.7027539,45.6426589
-82.1931149,28.4258996
-96.80294889999999,32.6356124
-104.8804893,38.7665005
-94.5005808,37.0193161
-84.981754,37.998648
-80.1986649,26.7044143
-64.2972348,45.0716143
-82.416748,41.397983
-85.1375645,32.477563
-82.2637616,43.0052721
-77.1255055,42.9286351
-82.50775929999999,27.5004431
-93.3742564,45.1231389
-80.33245140000001,36.1426113
-81.91528439999999,41.4118396
-94.2538452,36.5553348
-95.42537569999999,29.643475
-85.77691639999999,42.8737472
-73.6830521,40.7466623
-81.00368209999999,34.02912269999999
-79.7718787,43.6057041
-99.99122539999999,29.5047519
-95.7510475,30.1486275
-97.9157099,34.4734741
-70.9784562,42.9996568
-75.0903154,40.0149445
-84.21734029999999,39.8476384
-70.9665682,42.5357932
-87.8844309,42.0488548
-84.35049130000002,30.419161
-65.954032,45.38719589999999
-71.2458436,42.3414233
-83.6561215,36.20358969999999
-104.8396248,39.7020217
-94.4182089,42.2892745
-94.4593791,36.1585967
-111.8371034,52.16968439999999
-72.2126905,43.1293999
-117.9834738,34.0812006
-122.2143323,37.7729273
-85.8556808,30.2097667
-85.0441304,33.9868753
-97.4327273,37.7071863
-75.26832279999999,39.9200613
-95.44,29.95
-70.94279139999999,42.1707499
-80.5216184,35.3898417
-86.67060769999999,36.0592679
-92.59908349999999,38.30896010000001
-88.1779182,30.7337593
-120.8498944,38.7370339
-79.804046,43.329942
-77.4587239,38.9016401
-83.4856913,34.1805506
-87.45048880000002,41.5829905
-82.89636039999999,40.1014036
-78.8920444,35.9981205
-84.3939224,39.5038205
-95.63528009999999,35.9464556
-95.4515725,29.8790707
-92.8178291,41.0453846
-77.85959629999999,35.8837599
-75.53349279999999,39.760071
-88.099845,41.63541540000001
-90.6393702,32.1275776
-86.1700894,39.7794767
-84.5746243,33.7779488
-78.2703951,39.1616759
-87.21703950000001,30.4580512
-98.8583309,27.4783807
-112.0118669,33.4660406
-77.8481628,40.7680563
-77.036327,39.596428
-79.39173699999999,43.6477199
-88.08030509999999,41.6948876
-75.4927278,40.711144
-76.68169619999999,39.3416271
-118.0303189,34.5811542
-86.1141045,37.4258121
-84.406761,42.2085364
-81.6254283,31.8305871
-75.4636031,40.3837137
-98.56111419999999,29.455339
-93.6015207,34.5220817
-76.68169619999999,39.2396095
-95.36778439999999,29.7209034
-88.7686382,30.4069394
-80.2711588,26.1076663
-105.0674317,39.8182494
-120.6890055,35.2994482
-121.422761,39.4915751
-90.6867939,41.5292258
-80.2878794,36.2465305
-118.4104684,34.1030032
-80.2711588,26.0725672
-81.82790109999999,30.2211093
-93.7029002,38.7202457
-96.7065914,35.945653
-87.7566513,33.9323545
-97.1416926,32.563183
-87.7369607,31.9272428
-75.30623260000002,40.2284948
-96.9155468,32.657579
-86.5400674,37.1184213
-87.4885984,36.8655961
-121.8643855,37.4010609
-122.4448476,47.1907035
-84.53794549999999,33.8598323
-119.7599761,36.8179331
-85.2515482,33.5491636
-76.3116235,36.8274757
-122.6780573,49.2246365
-84.9505398,32.4250408
-89.18964299999999,43.1912263
-79.9547683,43.2185673
